model,quantile,region,scenario,unit,variable,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
AIM/CGE,0.995,World,ssp370-lowNTCF-gidden,W / m^2,Effective Radiative Forcing,0.79425711,0.79701925,0.77596835,0.77632009,0.78033595,0.79669209,0.80612888,0.82389799,0.88772345,0.87951933,0.87171954,0.71393182,0.42972986,0.12481891,0.34554329,0.6147039,0.75053402,0.7149199,0.83700902,0.89970273,0.86933489,0.90044621,0.96283814,1.0745177,0.95906707,0.97618633,1.0689244,1.1947707,1.278119,1.344403,1.3603634,1.3325959,0.97181788,1.0453625,1.2615051,1.3788488,1.4403077,1.4745319,1.6064471,1.7510451,1.5654427,0.78620474,0.77808813,1.2596014,1.53434,1.7204594,1.8357716,1.7207035,1.8676379,2.0561153,2.1097116,2.1235248,2.0798194,2.0929083,2.0899988,2.0660119,2.1031161,2.1240739,2.2341641,2.277281,2.2611253,2.3937588,2.4162497,2.5160824,2.4939404,2.5280097,2.543941,2.5846729,2.62883,2.6777751,2.7324846,2.8106196,2.8835427,2.942699802,2.995335032,3.03186021,3.064932188,3.096185479,3.136011965,3.16986578,3.208145732,3.245754623,3.291751339,3.351127713,3.4215326,3.469799748,3.526661231,3.561279171,3.607192016,3.637780121,3.671947588,3.710868793,3.758888991,3.813487558,3.875583884,3.954294226,4.026163318,4.100886759,4.160314257,4.204383761,4.232103345,4.262523502,4.3001399,4.341466772,4.393726898,4.457514252,4.525048024,4.576426986,4.630666332,4.684747301,4.723061157,4.76420587,4.807768296,4.858017524,4.91069039,4.96908015,5.042220746,5.113411892,5.177178055,5.227999839,5.272409855,5.312666543,5.361324101,5.412404611,5.461529981,5.515766753,5.570416983,5.632842519,5.703200433,5.774785141,5.842665114,5.902774531,5.961381577,6.011450991,6.066942289,6.11282105,6.165391813,6.22545733,6.287449641,6.359474635,6.438900153,6.513580132,6.59247072,6.647003217,6.694568781,6.745710744,6.795393206,6.854489914,6.914162634,6.98459678,7.05930911
GCAM4,0.995,World,ssp434,W / m^2,Effective Radiative Forcing,0.788705238,0.790799508,0.769689273,0.770010482,0.774013831,0.789775131,0.798726701,0.816317844,0.880009491,0.871546257,0.863448474,0.705042679,0.420420612,0.115329747,0.335511258,0.604634083,0.74043718,0.705156123,0.826791631,0.889307654,0.858698965,0.889632549,0.952081622,1.06304264,0.947957751,0.965197691,1.057333559,1.183171279,1.266346541,1.332307053,1.348661491,1.321222944,0.960949652,1.034293011,1.250464331,1.367809658,1.429328106,1.463643064,1.595381649,1.739866348,1.554390926,0.776126298,0.768402514,1.25047547,1.526174857,1.712594463,1.827854266,1.713945595,1.860788134,2.049651799,2.103320776,2.116895664,2.073201542,2.085885665,2.082869519,2.058653875,2.09519083,2.116557705,2.226333539,2.270233825,2.254373569,2.386447868,2.409158757,2.509493142,2.487376385,2.522241623,2.538889238,2.579334464,2.622315436,2.668549039,2.717749484,2.786871932,2.8538143,2.9066123,2.9525265,2.9813446,3.0062094,3.0288766,3.0597944,3.0844525,3.1132635,3.1413094,3.1757817,3.2227433,3.2798554,3.313888,3.3556193,3.3742381,3.4033054,3.4161861,3.4308314,3.4483162,3.4738568,3.5039988,3.5397252,3.5902341,3.6321364,3.6751644,3.7010673,3.7099187,3.7077206,3.7141935,3.7223682,3.7333077,3.7542707,3.7858989,3.8204407,3.8380226,3.8576731,3.8764161,3.8757464,3.8741705,3.8759586,3.883963,3.8939131,3.9091018,3.9385634,3.9656012,3.9847454,3.9904796,3.9903666,3.9867324,3.9886838,3.9917584,3.9916299,3.9954327,3.9985091,4.0082694,4.0248974,4.0417356,4.057717,4.0690969,4.0751061,4.0713582,4.0718578,4.0615935,4.0568758,4.0585757,4.0611591,4.0727543,4.0893605,4.0989221,4.1124893,4.1005755,4.0806058,4.0631885,4.0432703,4.0317566,4.0198756,4.0179195,4.0112321
GCAM4,0.995,World,ssp460,W / m^2,Effective Radiative Forcing,0.788705238,0.790799508,0.769689273,0.770010482,0.774013831,0.789775131,0.798726701,0.816317844,0.880009491,0.871546257,0.863448474,0.705042679,0.420420612,0.115329747,0.335511258,0.604634083,0.74043718,0.705156123,0.826791631,0.889307654,0.858698965,0.889632549,0.952081622,1.06304264,0.947957751,0.965197691,1.057333559,1.183171279,1.266346541,1.332307053,1.348661491,1.321222944,0.960949652,1.034293011,1.250464331,1.367809658,1.429328106,1.463643064,1.595381649,1.739866348,1.554390926,0.776126298,0.768402514,1.25047547,1.526174857,1.712594463,1.827854266,1.713945595,1.860788134,2.049651799,2.103320776,2.116895664,2.073201542,2.085885665,2.082869519,2.058653875,2.09519083,2.116557705,2.226333539,2.270233825,2.254373569,2.386447868,2.409158757,2.509493142,2.487376385,2.522241623,2.538889238,2.579334464,2.622315436,2.668549039,2.714805384,2.777984651,2.8442421,2.8997441,2.9515005,2.9889276,3.0251127,3.0616543,3.1088693,3.152133,3.2017128,3.2525265,3.3096661,3.3793552,3.4593444,3.5165239,3.5816345,3.6238823,3.6768644,3.7139481,3.7532471,3.7958391,3.8462795,3.9015054,3.9625092,4.0383938,4.1057954,4.1744428,4.2260965,4.2608605,4.2881244,4.3276673,4.3672173,4.409014,4.4604297,4.5221526,4.5864719,4.6335469,4.6824414,4.7302072,4.7614312,4.7946994,4.8295634,4.8702069,4.9124086,4.9594952,5.0205206,5.0788347,5.1289901,5.1654894,5.1966556,5.2249147,5.2587945,5.2935818,5.3249627,5.3601108,5.3944007,5.4352498,5.4828434,5.5305562,5.572115,5.6035573,5.6332718,5.6535639,5.6784152,5.6928016,5.7130304,5.7399428,5.7679916,5.8052936,5.8471747,5.8814883,5.919627,5.9324879,5.9375078,5.945294,5.9508045,5.9649485,5.9789624,6.0031033,6.0273358
IMAGE,0.995,World,ssp119,W / m^2,Effective Radiative Forcing,0.758993018,0.766215511,0.743050712,0.742131615,0.744812692,0.760022022,0.765163253,0.778097285,0.845450121,0.836973521,0.827790124,0.659913405,0.378114937,0.067357387,0.291493543,0.557861651,0.691008442,0.651202037,0.77453363,0.835836373,0.79963163,0.832717549,0.88722094,1.001958016,0.884566143,0.905594174,0.993762322,1.118791937,1.201926839,1.268774096,1.281909472,1.257230773,0.888601969,0.970812946,1.185147074,1.30117361,1.36179458,1.389200977,1.522220707,1.671479453,1.48449877,0.688866145,0.695231601,1.17089836,1.434024452,1.623902811,1.748018383,1.613390472,1.761988203,1.963910251,2.021509886,2.036411303,1.984972701,1.997530957,1.991994351,1.964022949,2.004177755,2.022087771,2.142181743,2.18575905,2.162318311,2.302618834,2.321497745,2.422938654,2.397599228,2.432928202,2.473239872,2.526713101,2.5812791,2.638424268,2.699961791,2.783997152,2.859674932,2.920418044,2.973326132,3.009273232,3.040724577,3.069524374,3.106252184,3.136505818,3.14926779,3.137793844,3.144410376,3.163238289,3.191816285,3.196653888,3.208694173,3.197142646,3.195528104,3.177224644,3.158084896,3.138956871,3.129419553,3.125026337,3.126672068,3.143467877,3.152077323,3.162223984,3.155611735,3.132278621,3.096574355,3.067788265,3.043102999,3.021851929,3.011243464,3.011856237,3.015858946,3.003318038,2.993241164,2.982605767,2.955341722,2.929904888,2.907458136,2.891576178,2.877978858,2.869945517,2.876494583,2.880921702,2.877749093,2.861442022,2.839473702,2.814079469,2.796303294,2.780318988,2.761775894,2.747773126,2.733637199,2.726749928,2.727284229,2.728561635,2.725153754,2.713063359,2.699391582,2.676865772,2.659430199,2.632034148,2.610974023,2.597041632,2.58467822,2.581999129,2.586986996,2.587488059,2.591861511,2.571319558,2.543412549,2.518681941,2.492047954,2.47440185,2.456979035,2.450031226,2.444870241
IMAGE,0.995,World,ssp126,W / m^2,Effective Radiative Forcing,0.76029103,0.7676089,0.7444432,0.74352662,0.74621352,0.76153621,0.76678373,0.77975374,0.8471309,0.83872772,0.82961881,0.66180762,0.38008468,0.069359815,0.29358394,0.55994418,0.69307945,0.65320534,0.77661779,0.83794871,0.80178775,0.83493618,0.88943198,1.0043052,0.88684698,0.90787194,0.99614217,1.121173,1.2043584,1.2712766,1.2843382,1.2595933,0.89084012,0.97310157,1.1874553,1.3034828,1.3640938,1.3915142,1.5245902,1.6738825,1.4869162,0.69109647,0.69740339,1.1729621,1.4358969,1.6257432,1.7498911,1.6150398,1.7636787,1.965511,2.0231005,2.0380545,1.9866123,1.9992682,1.9937473,1.9658054,2.0060657,2.02391,2.1441008,2.1875473,2.1640562,2.3044668,2.3233246,2.4246709,2.3993374,2.4347501,2.4746196,2.5267089,2.5795257,2.6345834,2.6879326,2.7569704,2.825773,2.881835034,2.932034974,2.966918984,2.998908427,3.029647622,3.069552251,3.104078249,3.133689734,3.152676391,3.184395148,3.227603222,3.279989784,3.308419065,3.343721454,3.355112603,3.376172142,3.380320258,3.381793636,3.381642761,3.390527458,3.404289827,3.423806967,3.458257083,3.484244628,3.51148465,3.521705738,3.51496352,3.496997184,3.487197448,3.479902401,3.475202813,3.480345553,3.495964798,3.514307035,3.515494731,3.518549266,3.520482289,3.504491384,3.489167311,3.47567126,3.468272941,3.462701606,3.462242706,3.475913583,3.487024191,3.490108567,3.47963718,3.462841452,3.442012208,3.427803676,3.414798076,3.398648256,3.386478547,3.373623571,3.367478957,3.368210925,3.36916022,3.364592963,3.350403436,3.335504527,3.311966889,3.293709502,3.265649065,3.244056199,3.229708913,3.217026073,3.214108132,3.218953732,3.219410721,3.224515682,3.205333857,3.179273181,3.156867035,3.133029078,3.118635927,3.104975615,3.102329523,3.100214093
MESSAGE-GLOBIOM,0.995,World,ssp245,W / m^2,Effective Radiative Forcing,0.77013115,0.77469609,0.75251605,0.75215401,0.75552014,0.77058269,0.77725328,0.79227653,0.85782861,0.8490896,0.84021318,0.67628041,0.39286361,0.084671864,0.30651845,0.57412223,0.70848091,0.67104946,0.79323475,0.85495641,0.82114242,0.85305458,0.91128856,1.0237197,0.90770175,0.92710336,1.0168346,1.1422721,1.2253795,1.2916507,1.3065343,1.2809425,0.91683829,0.99483282,1.210142,1.3268343,1.3879803,1.4187709,1.5511403,1.698089,1.5119887,0.72545643,0.72535835,1.2044551,1.4741889,1.6626685,1.7825886,1.6584954,1.8062632,2.0022395,2.058021,2.0721797,2.0245064,2.0368861,2.0324173,2.0060328,2.044164,2.0640443,2.1791881,2.2235322,2.2039607,2.3400261,2.360958,2.4621979,2.4384615,2.4739145,2.5032682,2.5518829,2.602618,2.6568062,2.704238,2.7617628,2.82437844,2.875339259,2.921487745,2.952504908,2.981369334,3.0096935,3.047823213,3.081170318,3.123422345,3.169671029,3.220606421,3.283772329,3.356910963,3.406962563,3.46468349,3.499279563,3.544345098,3.573284233,3.603327252,3.635498736,3.676825597,3.722969978,3.77492623,3.841906997,3.900529141,3.960529189,4.00366376,4.02998151,4.046119367,4.071962883,4.097979901,4.12631217,4.164248431,4.212477541,4.263282467,4.29681627,4.332130223,4.366276241,4.382807993,4.400458231,4.419850729,4.445300111,4.472550836,4.504901274,4.55137968,4.59531482,4.631244945,4.653651331,4.668464083,4.677869301,4.694928044,4.713009441,4.727777165,4.74637056,4.76413785,4.788485767,4.819591948,4.850802053,4.877656724,4.896175954,4.911986209,4.918331427,4.929176752,4.929485563,4.935552875,4.94820449,4.961885383,4.984706047,5.011662652,5.030580781,5.054018751,5.052341808,5.042973971,5.036482995,5.027798011,5.027815953,5.027767888,5.037901226,5.050732457
REMIND-MAGPIE,0.995,World,ssp534-over,W / m^2,Effective Radiative Forcing,0.758830422,0.762947121,0.740783492,0.740474205,0.74363171,0.758129657,0.763896586,0.778640187,0.844149917,0.834952951,0.825468624,0.662054466,0.378295307,0.06981888,0.291556394,0.559459937,0.694139231,0.657042604,0.77900817,0.840759138,0.806923021,0.838194044,0.896479994,1.008371482,0.892589475,0.911694544,1.000784513,1.126201362,1.208642457,1.274340305,1.289740279,1.264317369,0.900680586,0.978199114,1.192994631,1.309554464,1.370642129,1.400847318,1.532540636,1.679248471,1.492493084,0.706444907,0.707001977,1.186555323,1.457182002,1.645582828,1.765190365,1.64227533,1.789338317,1.986394422,2.042426925,2.056141323,2.008050609,2.01963465,2.015393329,1.989090111,2.026470896,2.046492998,2.160492456,2.205273063,2.18558132,2.321058436,2.341584842,2.443596649,2.419478411,2.45328077,2.488637479,2.549652718,2.613555298,2.681815513,2.745743264,2.823014201,2.9013673,2.9702254,3.0362251,3.0895196,3.1425025,3.1965765,3.2619864,3.3240472,3.3870053,3.4458159,3.5157486,3.600213,3.6968121,3.7722323,3.8571467,3.9206657,3.9963136,4.0573627,4.1315563,4.2210464,4.3015253,4.3799079,4.4577667,4.5447886,4.6179364,4.687329,4.7351385,4.7616975,4.7676922,4.772092,4.7770704,4.781154,4.7916614,4.8093944,4.8266902,4.8237354,4.8195848,4.8113655,4.7806521,4.7460756,4.7142909,4.6887972,4.6652073,4.646692,4.6421511,4.634849,4.6192391,4.5897212,4.5495208,4.5006889,4.4627729,4.427426,4.3901738,4.358016,4.3261793,4.3019645,4.2854523,4.2699136,4.2488491,4.2177988,4.1875327,4.1489863,4.1160551,4.0736463,4.0380119,4.0099306,3.9839541,3.9681384,3.9586806,3.9434397,3.9332189,3.8986172,3.8570369,3.8189954,3.7793898,3.7491013,3.719352,3.7003662,3.6878763
REMIND-MAGPIE,0.995,World,ssp585,W / m^2,Effective Radiative Forcing,0.758830352,0.762947031,0.740783392,0.740474105,0.74363161,0.758129557,0.763896476,0.778640076,0.844149797,0.834952841,0.825468524,0.662054347,0.378295187,0.069818757,0.291556264,0.559459807,0.694139101,0.657042474,0.77900803,0.840759007,0.806922891,0.838193924,0.896479874,1.008371382,0.892589355,0.911694424,1.000784413,1.126201163,1.208642355,1.274340205,1.289740177,1.264317171,0.900680416,0.978198934,1.19299453,1.309554264,1.370641929,1.400847118,1.532540436,1.679248271,1.492492884,0.706444697,0.707001777,1.186555123,1.457181802,1.645582628,1.765190165,1.64227513,1.789338216,1.986394222,2.042426725,2.056141123,2.008050409,2.01963445,2.015393131,1.989089911,2.026470696,2.046492798,2.160492256,2.205272863,2.18558112,2.321058236,2.341584642,2.443596449,2.419478211,2.45328057,2.488637379,2.549652518,2.613554898,2.681814912,2.745742364,2.823012901,2.90135768,2.970205496,3.036194402,3.089477869,3.142449183,3.196511089,3.261908289,3.323955913,3.386900586,3.445697303,3.515616849,3.600068839,3.696656023,3.772065031,3.856968781,3.920477559,3.996115627,4.057155258,4.121896963,4.191684406,4.269961962,4.354604533,4.446523827,4.554846911,4.656175656,4.760145675,4.848549182,4.921482443,4.982514795,5.051092487,5.123830817,5.19994399,5.286739603,5.38483108,5.486475026,5.571834728,5.659906165,5.74772323,5.822160593,5.901841455,5.98205569,6.069104529,6.158757493,6.254549942,6.365259762,6.474202435,6.576096182,6.665225599,6.749970717,6.833118762,6.9227296,7.01439587,7.103376297,7.19674174,7.290192601,7.390953057,7.498762138,7.60749783,7.714357803,7.814887546,7.910082411,7.994997682,8.083990525,8.161857032,8.245259728,8.334878728,8.424919525,8.523998033,8.629765569,8.730150412,8.8328069,8.909435763,8.977777926,9.048586496,9.116553518,9.193035731,9.268777908,9.354336415,9.433997846
AIM/CGE,0.995,World,ssp370,W / m^2,Effective Radiative Forcing|Aerosols,-0.53043964,-0.50016779,-0.5202375,-0.52924468,-0.54366142,-0.56375738,-0.62069189,-0.66806139,-0.63002154,-0.63582301,-0.65860376,-0.73850909,-0.72970622,-0.79280361,-0.7674143,-0.78526632,-0.8012552,-0.8340418,-0.82799224,-0.83629826,-0.88696854,-0.88505394,-0.95444988,-0.93665079,-0.9470407,-0.91295364,-0.97188294,-0.97472262,-0.99354248,-0.99987968,-1.0098009,-0.97378092,-1.0336508,-0.96162139,-0.98001695,-0.9947305,-1.0008818,-1.0682928,-1.0700247,-1.0302227,-1.0483598,-1.176191,-1.0162958,-1.0584248,-1.1419448,-1.0989823,-1.023895,-1.1674764,-1.1821803,-1.0275014,-0.97499451,-0.97546614,-1.0686132,-1.0855903,-1.088871,-1.1192803,-1.1203302,-1.1341326,-1.0708877,-1.0419682,-1.1117579,-1.058895,-1.1037596,-1.0539252,-1.0985803,-1.0864847,-1.0905346,-1.0945786,-1.0986082,-1.102548,-1.1062508,-1.1092244,-1.1121905,-1.1151529,-1.1181135,-1.1210712,-1.1240222,-1.1269687,-1.1299131,-1.1328556,-1.1350701,-1.1364045,-1.1377387,-1.1390727,-1.1404029,-1.1417326,-1.1430631,-1.1443925,-1.1457193,-1.1470457,-1.1478993,-1.1481613,-1.1484222,-1.1486826,-1.148944,-1.1492046,-1.1494649,-1.1497251,-1.1499849,-1.1502454,-1.1488304,-1.1456205,-1.1423997,-1.1391719,-1.1359416,-1.1327049,-1.1294576,-1.1262034,-1.1229464,-1.1196826,-1.1163062,-1.1127727,-1.1092363,-1.1056929,-1.1021375,-1.0985739,-1.0950089,-1.0914363,-1.0878509,-1.084258,-1.0805806,-1.0767822,-1.07297,-1.0691493,-1.0653252,-1.0614919,-1.0576455,-1.0537906,-1.0499321,-1.0460646,-1.0426172,-1.0397761,-1.0369339,-1.0340867,-1.0312301,-1.0283684,-1.0255047,-1.0226368,-1.0197601,-1.0168773,-1.013464,-1.0095264,-1.0055751,-1.0016151,-0.99765046,-0.99367792,-0.98969041,-0.98569387,-0.98169352,-0.97768378,-0.97778208
AIM/CGE,0.995,World,ssp370-lowNTCF-aerchemmip,W / m^2,Effective Radiative Forcing|Aerosols,-0.55517526,-0.52342762,-0.54441547,-0.55384311,-0.56890696,-0.58996755,-0.64956596,-0.69915441,-0.65932525,-0.66544097,-0.68930152,-0.77302144,-0.76382039,-0.82987159,-0.80333316,-0.82202845,-0.83876592,-0.87305728,-0.86674684,-0.87545642,-0.92852827,-0.92653873,-0.99919686,-0.98060166,-0.9914458,-0.95571979,-1.0173917,-1.0203423,-1.0400144,-1.0466314,-1.0570134,-1.0192246,-1.0817813,-1.0063434,-1.0255558,-1.0409355,-1.0473416,-1.1178778,-1.1196601,-1.0779838,-1.0969325,-1.230609,-1.0632372,-1.1072978,-1.1946708,-1.1496676,-1.071052,-1.2213074,-1.2366818,-1.0747569,-1.0197864,-1.0202722,-1.1177336,-1.1355038,-1.1389444,-1.1707896,-1.1718707,-1.1862615,-1.1200099,-1.089672,-1.1626739,-1.1073365,-1.154255,-1.1020692,-1.1487888,-1.1345048,-1.1261388,-1.1177478,-1.1093419,-1.1008267,-1.090385,-1.0773749,-1.0642818,-1.0510855,-1.0377675,-1.0243437,-1.0108301,-0.99720639,-0.98345201,-0.96958258,-0.9548744,-0.93936843,-0.92371018,-0.90791647,-0.89200651,-0.875957,-0.85974164,-0.84337852,-0.82688817,-0.81024399,-0.79105824,-0.76909823,-0.74689315,-0.72440345,-0.70158918,-0.67846869,-0.65506537,-0.63133699,-0.60723901,-0.58278833,-0.56809618,-0.5638397,-0.55956529,-0.55527774,-0.55098448,-0.5466784,-0.54235355,-0.53801774,-0.53367494,-0.5293196,-0.52488526,-0.52035524,-0.51581817,-0.51126599,-0.50669316,-0.5021071,-0.49751421,-0.49290702,-0.48827852,-0.48363533,-0.47904947,-0.47450748,-0.4699456,-0.46536829,-0.46078347,-0.45618418,-0.45156302,-0.44692851,-0.44228488,-0.43762639,-0.43315512,-0.42895681,-0.42475236,-0.42053521,-0.41629938,-0.41205102,-0.40779578,-0.40352597,-0.3992373,-0.39493716,-0.39057105,-0.38614382,-0.38169586,-0.37723304,-0.37276044,-0.36827453,-0.36376747,-0.35924528,-0.35471485,-0.3501683,-0.35021352
AIM/CGE,0.995,World,ssp370-lowNTCF-gidden,W / m^2,Effective Radiative Forcing|Aerosols,-0.55517519,-0.52342752,-0.54441537,-0.55384301,-0.56890686,-0.58996744,-0.64956584,-0.69915429,-0.65932512,-0.66544086,-0.6893014,-0.77302132,-0.76382026,-0.82987146,-0.80333303,-0.82202832,-0.83876579,-0.87305715,-0.8667467,-0.87545628,-0.92852813,-0.92653861,-0.99919674,-0.98060153,-0.99144567,-0.95571966,-1.0173915,-1.0203422,-1.0400143,-1.0466312,-1.0570133,-1.0192244,-1.0817812,-1.0063433,-1.0255556,-1.0409353,-1.0473414,-1.1178776,-1.1196599,-1.0779836,-1.0969323,-1.2306088,-1.063237,-1.1072976,-1.1946705,-1.1496674,-1.0710518,-1.2213072,-1.2366816,-1.0747567,-1.0197862,-1.020272,-1.1177334,-1.1355036,-1.1389442,-1.1707894,-1.1718704,-1.1862613,-1.1200097,-1.0896717,-1.1626737,-1.1073363,-1.1542548,-1.102069,-1.1487886,-1.1345046,-1.1261386,-1.1177476,-1.1093418,-1.1008266,-1.0903849,-1.0773748,-1.0642817,-1.0510854,-1.0377674,-1.0243436,-1.01083,-0.99720631,-0.98345193,-0.9695825,-0.95487432,-0.93936835,-0.9237101,-0.90791639,-0.89200643,-0.87595692,-0.85974156,-0.84337844,-0.82688809,-0.81024391,-0.79105816,-0.76909815,-0.74689307,-0.72440337,-0.7015891,-0.67846861,-0.65506529,-0.63133691,-0.60723893,-0.58278825,-0.5680961,-0.56383962,-0.55956521,-0.55527766,-0.5509844,-0.54667833,-0.54235347,-0.53801766,-0.53367486,-0.52931952,-0.52488518,-0.52035516,-0.51581809,-0.51126591,-0.50669308,-0.50210702,-0.49751413,-0.49290694,-0.48827844,-0.48363526,-0.47904939,-0.4745074,-0.46994552,-0.46536821,-0.46078339,-0.4561841,-0.45156294,-0.44692843,-0.4422848,-0.43762631,-0.43315504,-0.42895673,-0.42475228,-0.42053513,-0.4162993,-0.41205094,-0.4077957,-0.40352589,-0.39923722,-0.39493708,-0.39057097,-0.38614374,-0.38169578,-0.37723296,-0.37276036,-0.36827445,-0.36376739,-0.3592452,-0.35471477,-0.35016822,-0.35021344
